days,miles,receipts,output,output_rounded,efficiency,spending_per_day
4,198.0,2106.63,1450.67,1451.0,49.5,526.6575
1,791.0,1927.75,1419.88,1420.0,791.0,1927.75
14,1020.0,1201.75,2337.73,2338.0,72.85714285714286,85.83928571428571
12,59.0,2247.39,1629.92,1630.0,4.916666666666667,187.2825
8,626.0,545.84,1142.89,1143.0,78.25,68.23
5,57.0,559.05,639.73,640.0,11.4,111.80999999999999
5,908.0,716.7,1375.88,1376.0,181.6,143.34
13,8.0,78.44,713.71,714.0,0.6153846153846154,6.033846153846154
11,684.0,672.51,1487.93,1488.0,62.18181818181818,61.13727272727272
4,180.0,2365.46,1443.02,1443.0,45.0,591.365
13,511.0,1628.33,1915.79,1916.0,39.30769230769231,125.25615384615384
4,231.0,20.39,499.26,499.0,57.75,5.0975
9,1139.0,1973.31,1759.33,1759.0,126.55555555555556,219.25666666666666
9,578.0,1167.71,1587.21,1587.0,64.22222222222223,129.74555555555557
14,530.0,2028.06,2079.14,2079.0,37.857142857142854,144.86142857142858
7,316.0,141.89,837.8,838.0,45.142857142857146,20.27
2,897.0,2382.39,1437.95,1438.0,448.5,1191.195
12,121.0,608.92,1033.44,1033.0,10.083333333333334,50.74333333333333
4,764.0,1417.94,1682.1,1682.0,191.0,354.485
11,663.0,2141.08,1715.29,1715.0,60.27272727272727,194.64363636363635
3,91.0,1640.15,1338.3,1338.0,30.333333333333332,546.7166666666667
1,1035.0,1289.84,1317.33,1317.0,1035.0,1289.84
7,125.0,193.62,616.24,616.0,17.857142857142858,27.66
12,437.0,639.96,1183.74,1184.0,36.416666666666664,53.330000000000005
4,84.0,2243.12,1392.1,1392.0,21.0,560.78
5,716.0,1316.6,1686.98,1687.0,143.2,263.32
12,18.0,2461.37,1556.78,1557.0,1.5,205.11416666666665
3,560.0,1664.15,1419.48,1419.0,186.66666666666666,554.7166666666667
3,504.0,63.39,568.17,568.0,168.0,21.13
5,1126.0,664.9,1336.74,1337.0,225.2,132.98
1,1092.0,390.55,589.11,589.0,1092.0,390.55
11,273.0,502.37,862.61,863.0,24.818181818181817,45.67
4,6.0,458.7,459.21,459.0,1.5,114.675
1,620.0,490.45,678.74,679.0,620.0,490.45
5,659.0,2083.15,1645.06,1645.0,131.8,416.63
12,353.0,2150.17,1765.67,1766.0,29.416666666666668,179.18083333333334
13,618.0,1982.27,2000.39,2000.0,47.53846153846154,152.4823076923077
2,1158.0,2355.92,1528.91,1529.0,579.0,1177.96
3,512.0,1251.6,1360.76,1361.0,170.66666666666666,417.2
5,840.0,941.55,1676.48,1676.0,168.0,188.31
7,1086.0,2319.81,1858.36,1858.0,155.14285714285714,331.40142857142854
13,1152.0,864.45,1797.14,1797.0,88.61538461538461,66.49615384615385
4,840.0,1375.42,1580.95,1581.0,210.0,343.855
4,724.0,89.99,667.98,668.0,181.0,22.4975
3,327.0,2141.92,1438.41,1438.0,109.0,713.9733333333334
13,1055.0,2005.84,1997.52,1998.0,81.15384615384616,154.29538461538462
1,931.0,327.97,609.73,610.0,931.0,327.97
10,108.0,2181.67,1632.42,1632.0,10.8,218.167
13,1204.0,24.47,1344.17,1344.0,92.61538461538461,1.8823076923076922
5,517.0,919.25,1288.31,1288.0,103.4,183.85
8,897.0,1536.36,1944.62,1945.0,112.125,192.045
12,988.0,2492.79,1753.84,1754.0,82.33333333333333,207.7325
1,1041.0,1630.25,1466.95,1467.0,1041.0,1630.25
10,454.0,2359.42,1619.0,1619.0,45.4,235.942
5,406.0,1084.16,1399.39,1399.0,81.2,216.83200000000002
4,103.0,1790.07,1394.55,1395.0,25.75,447.5175
11,198.0,269.95,695.66,696.0,18.0,24.54090909090909
4,477.0,18.97,631.5,632.0,119.25,4.7425
11,67.0,2455.53,1572.91,1573.0,6.090909090909091,223.23000000000002
7,789.0,185.73,966.26,966.0,112.71428571428571,26.532857142857143
13,70.0,993.7,1492.02,1492.0,5.384615384615385,76.43846153846154
12,59.0,858.62,1377.35,1377.0,4.916666666666667,71.55166666666666
3,1027.0,180.0,804.96,805.0,342.3333333333333,60.0
3,275.0,543.74,572.73,573.0,91.66666666666667,181.24666666666667
12,180.0,384.42,873.97,874.0,15.0,32.035000000000004
3,334.0,2449.89,1472.53,1473.0,111.33333333333333,816.63
7,759.0,1694.02,1960.92,1961.0,108.42857142857143,242.00285714285715
10,174.0,1991.96,1542.4,1542.0,17.4,199.196
1,780.0,366.37,516.69,517.0,780.0,366.37
9,934.0,415.5,1208.82,1209.0,103.77777777777777,46.166666666666664
8,936.0,556.28,1277.26,1277.0,117.0,69.535
1,1002.0,2320.13,1475.4,1475.0,1002.0,2320.13
7,83.0,137.84,482.65,483.0,11.857142857142858,19.69142857142857
9,191.0,789.52,1058.5,1058.0,21.22222222222222,87.72444444444444
3,280.0,1090.37,1256.92,1257.0,93.33333333333333,363.45666666666665
5,644.0,2383.17,1785.53,1786.0,128.8,476.634
10,498.0,992.86,1395.03,1395.0,49.8,99.286
4,317.0,1793.28,1518.93,1519.0,79.25,448.32
4,1100.0,370.61,860.32,860.0,275.0,92.6525
4,263.0,2469.06,1503.98,1504.0,65.75,617.265
4,932.0,1287.34,1513.28,1513.0,233.0,321.835
14,343.0,2013.4,1839.05,1839.0,24.5,143.81428571428572
2,274.0,888.24,917.79,918.0,137.0,444.12
1,759.0,330.29,500.92,501.0,759.0,330.29
8,204.0,2178.45,1506.38,1506.0,25.5,272.30625
10,396.0,2068.65,1556.68,1557.0,39.6,206.865
6,840.0,870.82,1496.46,1496.0,140.0,145.13666666666668
7,756.0,1473.59,1961.96,1962.0,108.0,210.51285714285714
4,1048.0,279.75,780.15,780.0,262.0,69.9375
9,800.0,39.96,1158.68,1159.0,88.88888888888889,4.44
3,240.0,1895.67,1386.33,1386.0,80.0,631.89
13,997.0,920.48,2124.16,2124.0,76.6923076923077,70.80615384615385
2,826.0,2163.39,1523.26,1523.0,413.0,1081.695
6,194.0,914.25,1168.72,1169.0,32.333333333333336,152.375
4,333.0,1934.76,1467.52,1468.0,83.25,483.69
8,1053.0,1864.01,1794.57,1795.0,131.625,233.00125
12,466.0,1291.33,1770.37,1770.0,38.833333333333336,107.61083333333333
8,916.0,2417.62,1755.05,1755.0,114.5,302.2025
11,322.0,1251.3,1732.46,1732.0,29.272727272727273,113.75454545454545
13,11.0,1114.96,1555.48,1555.0,0.8461538461538461,85.76615384615386
7,250.0,364.79,718.71,719.0,35.714285714285715,52.112857142857145
5,247.0,296.51,594.93,595.0,49.4,59.302
14,1158.0,2104.61,1899.69,1900.0,82.71428571428571,150.32928571428573
11,1095.0,1071.83,2159.33,2159.0,99.54545454545455,97.43909090909091
11,1149.0,270.81,1284.51,1285.0,104.45454545454545,24.61909090909091
9,14.0,1057.38,1372.31,1372.0,1.5555555555555556,117.48666666666668
4,184.0,983.77,1202.69,1203.0,46.0,245.9425
6,135.0,2488.22,1561.2,1561.0,22.5,414.7033333333333
5,717.0,1508.97,1722.49,1722.0,143.4,301.794
1,389.0,1964.96,1228.94,1229.0,389.0,1964.96
3,1136.0,1296.54,1536.6,1537.0,378.6666666666667,432.18
13,145.0,2202.42,1716.13,1716.0,11.153846153846153,169.41692307692307
1,1122.0,861.5,1081.05,1081.0,1122.0,861.5
14,383.0,97.95,1203.93,1204.0,27.357142857142858,6.996428571428572
1,309.0,1211.37,1110.55,1111.0,309.0,1211.37
14,1090.0,2248.68,1905.5,1906.0,77.85714285714286,160.61999999999998
3,278.0,994.9,1167.78,1168.0,92.66666666666667,331.6333333333333
7,1109.0,2397.29,1917.57,1918.0,158.42857142857142,342.46999999999997
12,643.0,2194.16,1758.03,1758.0,53.583333333333336,182.84666666666666
11,176.0,1050.67,1444.13,1444.0,16.0,95.51545454545455
7,309.0,1021.75,1309.85,1310.0,44.142857142857146,145.96428571428572
3,992.0,1897.41,1539.0,1539.0,330.6666666666667,632.47
3,175.0,440.19,431.17,431.0,58.333333333333336,146.73
5,895.0,2329.69,1791.96,1792.0,179.0,465.938
8,372.0,348.37,950.24,950.0,46.5,43.54625
5,567.0,193.11,718.3,718.0,113.4,38.622
8,978.0,710.43,1624.58,1625.0,122.25,88.80375
1,1082.0,1809.49,446.94,447.0,1082.0,1809.49
11,636.0,2238.97,1699.94,1700.0,57.81818181818182,203.54272727272726
6,370.0,315.09,946.39,946.0,61.666666666666664,52.51499999999999
8,413.0,222.83,802.95,803.0,51.625,27.85375
3,399.0,141.39,546.04,546.0,133.0,47.129999999999995
