days,miles,receipts,output,output_per_receipt,receipts_times_days,output_per_receipts_days,adjusted_per_day_50,adjusted_per_day_60,adjusted_per_day_70,adjusted_per_day_80,adjusted_per_day_90,adjusted_per_day_100,adjusted_per_day_110,adjusted_per_day_120,adjusted_per_day_130,adjusted_per_day_140,adjusted_per_day_150,predicted,error,predicted_best,error_best,predicted_3comp,error_3comp
8,752.0,1519.78,1662.92,1.0941846846254064,12158.24,0.1367730855781758,-9290.76,-11190.485,-13090.21,-14989.935,-16889.66,-18789.385,-20689.109999999997,-22588.835,-24488.559999999998,-26388.284999999996,-28288.01,183973.6,182310.68,76629.0,74966.08,107536.59999999999,105873.68
1,1166.0,1423.69,1412.13,0.9918802548307567,1423.69,0.9918802548307567,-69772.37,-84009.27,-98246.17,-112483.07,-126719.97,-140956.87,-155193.77,-169430.67,-183667.57,-197904.47,-212141.37,171042.80000000002,169630.67,71264.5,69852.37,100874.3,99462.17
3,1187.0,1632.14,1451.85,0.8895376622103495,4896.42,0.2965125540701165,-26718.38333333333,-32158.850000000002,-37599.316666666666,-43039.78333333333,-48480.25,-53920.71666666667,-59361.18333333334,-64801.65,-70242.11666666667,-75682.58333333333,-81123.05,196456.80000000002,195004.95,81847.0,80395.15,115586.8,114134.95
3,1013.0,166.52,711.07,4.270177756425655,499.56000000000006,1.423392585475218,-2538.31,-3093.376666666667,-3648.443333333334,-4203.51,-4758.576666666667,-5313.643333333333,-5868.71,-6423.776666666668,-6978.843333333334,-7533.910000000001,-8088.9766666666665,20582.4,19871.33,8566.0,7854.93,12819.400000000001,12108.330000000002
5,741.0,429.24,951.92,2.2176870748299318,2146.2,0.4435374149659864,-4102.0160000000005,-4960.496000000001,-5818.976000000001,-6677.456,-7535.936,-8394.416000000001,-9252.896,-10111.376,-10969.856000000002,-11828.336,-12686.816,52508.8,51556.880000000005,21862.0,20910.08,31037.8,30085.88
14,467.0,2176.26,1809.83,0.8316239787525387,30467.640000000003,0.059401712768038475,-7643.083571428572,-9197.555,-10752.026428571431,-12306.49785714286,-13860.969285714289,-15415.440714285718,-16969.912142857145,-18524.383571428574,-20078.855000000003,-21633.32642857143,-23187.79785714286,263951.2,262141.37000000002,109933.00000000001,108123.17000000001,153505.2,151695.37000000002
3,224.0,358.77,406.36,1.1326476572734623,1076.31,0.3775492190911541,-5844.046666666666,-7039.946666666666,-8235.846666666666,-9431.746666666666,-10627.646666666666,-11823.546666666667,-13019.446666666665,-14215.346666666665,-15411.246666666666,-16607.146666666664,-17803.046666666665,43652.399999999994,43246.03999999999,18178.5,17772.14,25487.899999999998,25081.539999999997
3,712.0,512.23,751.16,1.4664506178864962,1536.69,0.48881687262883206,-8286.78,-9994.213333333335,-11701.646666666666,-13409.08,-15116.513333333334,-16823.946666666667,-18531.38,-20238.813333333335,-21946.24666666667,-23653.679999999997,-25361.11333333333,62067.600000000006,61316.44,25851.5,25100.34,36718.1,35966.939999999995
12,218.0,901.03,1371.86,1.5225464190981433,10812.36,0.1268788682581786,-3639.97,-4390.828333333333,-5141.6866666666665,-5892.544999999999,-6643.403333333333,-7394.261666666666,-8145.12,-8895.978333333333,-9646.836666666666,-10397.695,-11148.553333333335,110523.59999999999,109151.73999999999,46011.5,44639.64,63890.1,62518.24
6,373.0,587.38,956.61,1.6286049916578706,3524.2799999999997,0.27143416527631176,-4735.3983333333335,-5714.365000000001,-6693.331666666666,-7672.298333333333,-8651.265,-9630.231666666667,-10609.198333333334,-11588.165,-12567.131666666666,-13546.098333333333,-14525.065,71685.6,70728.99,29849.0,28892.39,41789.6,40832.99
8,562.0,2479.33,1478.31,0.5962538266386483,19834.64,0.07453172832983104,-15311.02375,-18410.18625,-21509.34875,-24608.51125,-27707.673749999998,-30806.83625,-33905.99875,-37005.16125,-40104.323749999996,-43203.48625,-46302.64875,299119.6,297641.29,124606.5,123128.19,174515.1,173036.79
5,132.0,2387.03,1454.05,0.6091460936812692,11935.150000000001,0.12182921873625382,-23579.49,-28353.550000000007,-33127.61,-37901.670000000006,-42675.73,-47449.79000000001,-52223.85000000001,-56997.91000000001,-61771.97000000001,-66546.03,-71320.09000000001,287443.60000000003,285989.55000000005,119751.50000000001,118297.45000000001,167474.1,166020.05000000002
3,98.0,871.46,866.05,0.9937920271727904,2614.38,0.3312640090575968,-14235.65,-17140.516666666666,-20045.383333333335,-22950.25,-25855.11666666667,-28759.983333333334,-31664.850000000002,-34569.71666666667,-37474.583333333336,-40379.450000000004,-43284.316666666666,105175.20000000001,104309.15000000001,43813.0,42946.95,61250.200000000004,60384.15
14,545.0,1206.76,1977.89,1.6390085849713283,16894.64,0.11707204178366631,-4168.579285714286,-5030.550714285715,-5892.522142857143,-6754.493571428572,-7616.464999999999,-8478.43642857143,-9340.407857142858,-10202.379285714285,-11064.350714285712,-11926.322142857141,-12788.29357142857,147611.2,145633.31,61458.0,59480.11,85718.2,83740.31
1,869.0,1498.88,1398.94,0.9333235482493595,1498.88,0.9333235482493595,-73545.06,-88533.86,-103522.66,-118511.46,-133500.26,-148489.06,-163477.86000000002,-178466.66,-193455.46000000002,-208444.26,-223433.06000000003,180065.6,178666.66,75024.0,73625.06,105840.6,104441.66
2,875.0,393.25,640.56,1.6288874761602032,786.5,0.8144437380801016,-9510.97,-11477.22,-13443.47,-15409.72,-17375.97,-19342.22,-21308.47,-23274.72,-25240.97,-27207.22,-29173.47,47590.0,46949.44,19822.5,19181.94,28502.5,27861.94
8,888.0,2296.07,1718.71,0.7485442516996432,18368.56,0.0935680314624554,-14135.598750000001,-17005.686250000002,-19875.773750000004,-22745.86125,-25615.948750000003,-28486.036250000005,-31356.123750000002,-34226.21125,-37096.29875,-39966.38625,-42836.47375,277128.4,275409.69,115443.50000000001,113724.79000000001,162012.90000000002,160294.19000000003
1,716.0,1396.41,1376.59,0.9858064608531877,1396.41,0.9858064608531877,-68443.91,-82408.01000000001,-96372.11000000002,-110336.21,-124300.31000000001,-138264.41,-152228.51,-166192.61000000002,-180156.71000000002,-194120.81000000003,-208084.91,167769.2,166392.61000000002,69900.5,68523.91,98514.70000000001,97138.11000000002
8,1025.0,1031.33,2214.64,2.1473631136493654,8250.64,0.2684203892061707,-6168.9825,-7458.1449999999995,-8747.307499999999,-10036.47,-11325.6325,-12614.795,-13903.957499999999,-15193.119999999999,-16482.282499999998,-17771.444999999996,-19060.6075,125359.59999999999,123144.95999999999,52206.5,49991.86,73618.09999999999,71403.45999999999
9,1064.0,2016.76,1810.94,0.8979452190642417,18150.84,0.09977169100713797,-11003.006666666666,-13243.851111111111,-15484.695555555556,-17725.539999999997,-19966.384444444444,-22207.228888888887,-24448.073333333334,-26688.91777777778,-28929.76222222222,-31170.60666666667,-33411.45111111111,243811.2,242000.26,101558.0,99747.06,142687.2,140876.26
4,463.0,1963.41,1607.34,0.8186471496019679,7853.64,0.20466178740049198,-24140.79,-29049.315000000002,-33957.840000000004,-38866.365000000005,-43774.89,-48683.415,-53591.94,-58500.465000000004,-63408.990000000005,-68317.515,-73226.04,236409.2,234801.86000000002,98490.5,96883.16,138101.7,136494.36000000002
1,678.0,1478.57,1370.31,0.9267806055851262,1478.57,0.9267806055851262,-72558.19,-87343.89,-102129.59,-116915.29,-131700.99,-146486.69,-161272.38999999998,-176058.09,-190843.79,-205629.49,-220415.19,177628.4,176258.09,74008.5,72638.19,104227.9,102857.59
1,436.0,1358.14,1154.03,0.8497135788652126,1358.14,0.8497135788652126,-66752.97,-80334.37000000001,-93915.77,-107497.17000000001,-121078.57,-134659.97,-148241.37000000002,-161822.77000000002,-175404.17,-188985.57,-202566.97000000003,163176.80000000002,162022.77000000002,67987.0,66832.97,95555.8,94401.77
5,586.0,2135.36,1661.61,0.7781404540686347,10676.800000000001,0.15562809081372694,-21021.278,-25291.998,-29562.718000000004,-33833.43800000001,-38104.15800000001,-42374.878000000004,-46645.598000000005,-50916.31800000001,-55187.038,-59457.75800000001,-63728.478,257243.2,255581.59000000003,107168.0,105506.39,150311.2,148649.59000000003
1,797.0,126.8,543.18,4.283753943217666,126.8,4.283753943217666,-5796.82,-7064.82,-8332.82,-9600.82,-10868.82,-12136.82,-13404.82,-14672.82,-15940.82,-17208.82,-18476.82,15416.0,14872.82,6420.0,5876.82,9723.0,9179.82
14,481.0,939.99,877.17,0.9331695018032106,13159.86,0.06665496441451504,-3294.452142857143,-3965.8735714285717,-4637.295,-5308.716428571429,-5980.137857142858,-6651.559285714286,-7322.980714285714,-7994.402142857143,-8665.823571428571,-9337.245,-10008.666428571427,115598.8,114721.63,48119.5,47242.33,66980.3,66103.13
7,172.0,1486.86,1557.94,1.047805442341579,10408.019999999999,0.1496864917630827,-10397.865714285714,-12521.951428571427,-14646.037142857142,-16770.122857142855,-18894.20857142857,-21018.294285714284,-23142.379999999997,-25266.46571428571,-27390.551428571427,-29514.63714285714,-31638.722857142853,179823.19999999998,178265.25999999998,74903.0,73345.06,104602.2,103044.26
10,1192.0,23.47,1157.87,49.33404345973583,234.7,4.9334043459735835,-1.5630000000000108,-25.032999999999994,-48.503,-71.973,-95.44299999999998,-118.91300000000001,-142.38299999999998,-165.85299999999998,-189.323,-212.79299999999998,-236.263,4816.4,3658.5299999999997,1973.5,815.6300000000001,3334.8999999999996,2177.0299999999997
7,981.0,658.85,1351.69,2.0515898914775748,4611.95,0.2930842702110821,-4512.972857142858,-5454.187142857142,-6395.401428571428,-7336.615714285714,-8277.83,-9219.044285714286,-10160.25857142857,-11101.472857142857,-12042.687142857143,-12983.901428571427,-13925.115714285714,80462.0,79110.31,33502.5,32150.81,47450.5,46098.81
10,692.0,1671.71,1701.23,1.01765856518176,16717.1,0.101765856518176,-8188.427000000001,-9860.137,-11531.847,-13203.556999999997,-14875.266999999998,-16546.977,-18218.686999999998,-19890.397,-21562.107,-23233.817,-24905.527,202605.2,200903.97,84385.5,82684.27,118211.7,116510.47
13,710.0,2223.86,1979.83,0.8902673729461386,28910.18,0.06848210561124143,-8401.013076923076,-10111.674615384616,-11822.336153846156,-13532.997692307694,-15243.659230769234,-16954.32076923077,-18664.98230769231,-20375.643846153846,-22086.30538461538,-23796.966923076925,-25507.62846153846,269463.2,267483.37,112233.0,110253.17,157030.2,155050.37000000002
12,380.0,1526.79,1787.41,1.1706980003798821,18321.48,0.0975581666983235,-6212.674166666667,-7484.999166666666,-8757.324166666667,-10029.649166666666,-11301.974166666667,-12574.299166666666,-13846.624166666666,-15118.949166666665,-16391.274166666666,-17663.599166666667,-18935.924166666668,185614.8,183827.38999999998,77299.5,75512.09,107855.3,106067.89
3,133.0,1728.5,1373.4,0.7945617587503616,5185.5,0.2648539195834539,-28350.533333333336,-34112.200000000004,-39873.86666666667,-45635.53333333333,-51397.200000000004,-57158.86666666667,-62920.53333333333,-68682.2,-74443.86666666667,-80205.53333333334,-85967.2,208020.0,206646.6,86665.0,85291.6,121278.0,119904.6
4,730.0,799.25,1250.66,1.5647919924929623,3197.0,0.3911979981232406,-9677.96,-11676.085,-13674.21,-15672.335,-17670.46,-19668.585,-21666.71,-23664.835,-25662.96,-27661.085,-29659.21,96710.0,95459.34,40282.5,39031.84,56877.5,55626.84
12,1070.0,1055.51,2030.76,1.9239609288400867,12666.119999999999,0.16033007740334057,-4228.7283333333335,-5108.32,-5987.911666666667,-6867.503333333334,-7747.095,-8626.686666666666,-9506.278333333334,-10385.87,-11265.461666666664,-12145.053333333331,-13024.644999999999,129061.2,127030.44,53735.5,51704.74,75555.7,73524.94
8,1185.0,554.98,1545.67,2.7850913546434106,4439.84,0.3481364193304263,-3275.41625,-3969.1412500000006,-4662.86625,-5356.59125,-6050.316250000001,-6744.04125,-7437.766250000001,-8131.491250000001,-8825.216250000001,-9518.94125,-10212.66625,68197.6,66651.93000000001,28389.0,26843.33,40433.6,38887.93
11,456.0,2223.72,1600.1,0.719560016548846,24460.92,0.065414546958986,-9962.354545454544,-11983.91818181818,-14005.481818181817,-16027.045454545452,-18048.60909090909,-20070.172727272726,-22091.736363636363,-24113.3,-26134.863636363636,-28156.427272727273,-30177.990909090906,269046.39999999997,267446.3,112065.99999999999,110465.89999999998,156666.4,155066.3
12,85.0,1056.43,1466.31,1.387985952689719,12677.16,0.1156654960574766,-4279.599166666667,-5159.9575,-6040.315833333334,-6920.674166666668,-7801.032500000001,-8681.390833333333,-9561.749166666666,-10442.1075,-11322.465833333334,-12202.824166666667,-13083.1825,129171.6,127705.29000000001,53781.5,52315.19,74635.1,73168.79000000001
2,543.0,103.37,544.12,5.26380961594273,206.74,2.631904807971365,-2312.19,-2829.0400000000004,-3345.8900000000003,-3862.7400000000002,-4379.59,-4896.44,-5413.29,-5930.14,-6446.99,-6963.84,-7480.69,12804.400000000001,12260.28,5328.5,4784.38,7878.900000000001,7334.780000000001
6,367.0,1947.68,1606.76,0.8249609792162983,11686.08,0.13749349653604973,-15962.873333333335,-19209.006666666668,-22455.14,-25701.27333333333,-28947.406666666666,-32193.539999999997,-35439.67333333333,-38685.806666666664,-41931.939999999995,-45178.073333333334,-48424.206666666665,234921.6,233314.84,97864.0,96257.24,137004.6,135397.84
1,481.0,1792.17,1215.84,0.6784177840271849,1792.17,0.6784177840271849,-88392.66,-106314.36000000002,-124236.06000000001,-142157.76,-160079.46000000002,-178001.16,-195922.86000000002,-213844.56000000003,-231766.26,-249687.96000000002,-267609.66,215260.40000000002,214044.56000000003,89688.5,88472.66,125982.90000000001,124767.06000000001
5,233.0,1862.04,1562.23,0.8389884213013684,9310.2,0.16779768426027367,-18307.954,-22032.034,-25756.114,-29480.194,-33204.274,-36928.354,-40652.433999999994,-44376.513999999996,-48100.594,-51824.674,-55548.754,224444.8,222882.56999999998,93502.0,91939.77,130825.8,129263.57
1,45.0,1070.22,922.69,0.8621498383509932,1070.22,0.8621498383509932,-52588.31,-63290.51,-73992.71,-84694.91,-95397.11,-106099.31,-116801.51,-127503.71,-138205.91,-148908.11000000002,-159610.31,128626.40000000001,127703.71,53591.0,52668.31,75010.40000000001,74087.71
5,152.0,2444.81,1523.75,0.6232590671667737,12224.05,0.12465181343335474,-24143.35,-29032.97,-33922.59,-38812.21,-43701.83,-48591.45,-53481.06999999999,-58370.69,-63260.31,-68149.93,-73039.55,294377.2,292853.45,122640.5,121116.75,171538.69999999998,170014.94999999998
7,344.0,1242.05,1514.4,1.2192745863693089,8694.35,0.1741820837670441,-8655.442857142856,-10429.800000000001,-12204.157142857144,-13978.514285714287,-15752.871428571429,-17527.22857142857,-19301.585714285717,-21075.942857142858,-22850.3,-24624.657142857144,-26399.014285714286,150446.0,148931.6,62662.5,61148.1,87637.5,86123.1
5,320.0,1584.55,1584.73,1.0001135969202612,7922.75,0.20002271938405225,-15528.554,-18697.654000000002,-21866.754,-25035.854,-28204.953999999998,-31374.053999999996,-34543.153999999995,-37712.254,-40881.354,-44050.454,-47219.554,191146.0,189561.27,79627.5,78042.77,111488.5,109903.77
9,989.0,378.12,1193.72,3.1569871998307417,3403.08,0.3507763555367491,-1968.031111111111,-2388.1644444444446,-2808.297777777778,-3228.431111111111,-3648.5644444444447,-4068.6977777777774,-4488.831111111111,-4908.964444444445,-5329.097777777777,-5749.231111111111,-6169.364444444444,47174.4,45980.68,19626.0,18432.28,27907.4,26713.68
10,57.0,936.89,1237.07,1.3204004739083564,9368.9,0.13204004739083564,-4560.743,-5497.633,-6434.523,-7371.412999999999,-8308.303,-9245.193,-10182.082999999999,-11118.973,-12055.863,-12992.753,-13929.643,114426.8,113189.73,47644.5,46407.43,66139.3,64902.23
12,342.0,2253.61,1659.5,0.7363740842470524,27043.32,0.06136450702058771,-9251.75,-11129.758333333333,-13007.766666666668,-14885.775000000001,-16763.783333333336,-18641.791666666668,-20519.8,-22397.808333333334,-24275.816666666666,-26153.825,-28031.833333333332,272833.2,271173.7,113640.5,111981.0,158694.7,157035.2
2,983.0,2109.93,1519.98,0.7203935675591134,4219.86,0.3601967837795567,-51988.259999999995,-62537.909999999996,-73087.55999999998,-83637.20999999999,-94186.85999999999,-104736.50999999998,-115286.15999999999,-125835.80999999998,-136385.46,-146935.11,-157484.76,253591.59999999998,252071.61999999997,105656.49999999999,104136.51999999999,148778.09999999998,147258.11999999997
10,886.0,1990.03,1749.93,0.8793485525343839,19900.3,0.0879348552534384,-9775.157000000001,-11765.187000000002,-13755.217,-15745.247,-17735.277000000002,-19725.307,-21715.337,-23705.367000000002,-25695.397,-27685.427000000003,-29675.457000000002,240803.6,239053.67,100301.5,98551.57,140688.1,138938.17
10,5.0,836.86,1116.56,1.3342255574409099,8368.6,0.13342255574409098,-4072.6440000000002,-4909.504,-5746.3640000000005,-6583.224,-7420.084,-8256.944,-9093.804,-9930.664,-10767.524000000001,-11604.384000000002,-12441.244,102423.2,101306.64,42643.0,41526.44,59085.200000000004,57968.64000000001
3,80.0,517.54,457.49,0.8839703211345984,1552.62,0.2946567737115328,-8473.17,-10198.303333333331,-11923.436666666666,-13648.57,-15373.703333333333,-17098.836666666666,-18823.969999999998,-20549.103333333333,-22274.236666666664,-23999.369999999995,-25724.50333333333,62704.799999999996,62247.31,26117.0,25659.51,36457.799999999996,36000.31
8,482.0,1411.49,631.81,0.4476191825659409,11291.92,0.055952397820742614,-8742.83625,-10507.19875,-12271.56125,-14035.92375,-15800.286250000001,-17564.64875,-19329.01125,-21093.37375,-22857.73625,-24622.09875,-26386.46125,170978.8,170346.99,71214.5,70582.69,99686.3,99054.49
4,11.0,312.01,426.22,1.3660459600653827,1248.04,0.3415114900163457,-3793.57,-4573.594999999999,-5353.62,-6133.6449999999995,-6913.669999999999,-7693.695,-8473.72,-9253.744999999999,-10033.769999999999,-10813.795,-11593.82,38241.2,37814.979999999996,15920.5,15494.28,22051.7,21625.48
12,1075.0,2328.11,1798.38,0.772463500435976,27937.32,0.06437195836966467,-9550.593333333332,-11490.685,-13430.776666666667,-15370.868333333334,-17310.960000000003,-19251.051666666666,-21191.143333333333,-23131.235,-25071.326666666664,-27011.418333333335,-28951.51,281773.2,279974.82,117365.5,115567.12,164642.7,162844.32
13,632.0,268.91,1396.28,5.192369194154177,3495.8300000000004,0.3994130149349367,-926.863076923077,-1133.7169230769232,-1340.5707692307694,-1547.4246153846157,-1754.2784615384617,-1961.1323076923081,-2167.986153846154,-2374.8400000000006,-2581.6938461538466,-2788.5476923076926,-2995.401538461539,34869.200000000004,33472.920000000006,14485.500000000002,13089.220000000001,20105.7,18709.420000000002
8,323.0,46.48,703.45,15.134466437177283,371.84,1.8918083046471603,-202.56875,-260.66874999999993,-318.76874999999995,-376.86875,-434.96875,-493.06875,-551.1687499999999,-609.26875,-667.36875,-725.46875,-783.5687499999999,7177.599999999999,6474.15,2964.0,2260.55,3976.6,3273.1499999999996
11,527.0,1550.32,1806.06,1.1649594922338613,17053.52,0.10590540838489648,-6882.721818181818,-8292.103636363636,-9701.485454545455,-11110.867272727271,-12520.24909090909,-13929.630909090909,-15339.012727272726,-16748.394545454546,-18157.776363636363,-19567.15818181818,-20976.54,188238.4,186432.34,78396.0,76589.94,109599.4,107793.34
5,948.0,898.6,1499.68,1.6689071889606055,4493.0,0.3337814377921211,-8686.064,-10483.264,-12280.464,-14077.664,-15874.864000000001,-17672.064000000002,-19469.264000000003,-21266.464,-23063.664,-24860.864,-26658.064000000002,108832.0,107332.32,45330.0,43830.32,64100.0,62600.32
5,504.0,1502.63,1628.66,1.0838729427736702,7513.150000000001,0.21677458855473403,-14700.568,-17705.828,-20711.088,-23716.348,-26721.608,-29726.868,-32732.128000000004,-35737.388,-38742.648,-41747.908,-44753.168000000005,181315.6,179686.94,75531.5,73902.84,105938.1,104309.44
10,793.0,1422.29,2007.62,1.411540543770961,14222.9,0.14115405437709608,-6910.688,-8332.978,-9755.268,-11177.558,-12599.848,-14022.138,-15444.428,-16866.718,-18289.007999999998,-19711.298000000003,-21133.588,172674.8,170667.18,71914.5,69906.88,100853.3,98845.68000000001
13,32.0,232.43,805.12,3.4639246224669793,3021.59,0.26645574018976764,-832.0292307692307,-1010.8215384615385,-1189.6138461538462,-1368.406153846154,-1547.1984615384617,-1725.9907692307693,-1904.783076923077,-2083.575384615385,-2262.3676923076923,-2441.1600000000003,-2619.9523076923074,30491.600000000002,29686.480000000003,12661.5,11856.38,16952.1,16146.979999999998
9,768.0,1815.6,1666.18,0.9177021370345892,16340.4,0.10196690411495435,-9901.535555555556,-11918.86888888889,-13936.202222222222,-15953.535555555556,-17970.86888888889,-19988.202222222222,-22005.535555555558,-24022.86888888889,-26040.202222222222,-28057.535555555558,-30074.86888888889,219672.0,218005.82,91500.0,89833.82,128310.0,126643.82
9,994.0,1742.62,1849.58,1.0613788433508167,15683.579999999998,0.11793098259453519,-9475.713333333333,-11411.957777777778,-13348.202222222222,-15284.446666666665,-17220.69111111111,-19156.935555555556,-21093.18,-23029.424444444445,-24965.66888888889,-26901.913333333334,-28838.157777777775,210914.4,209064.82,87851.0,86001.42,123427.4,121577.81999999999
1,1105.0,1432.3,1387.17,0.9684912378691616,1432.3,0.9684912378691616,-70227.83,-84550.83,-98873.83,-113196.83,-127519.83,-141842.83,-156165.83,-170488.83,-184811.83,-199134.83,-213457.83,172076.0,170688.83,71695.0,70307.83,101416.0,100028.83
12,178.0,507.59,907.19,1.7872495518036213,6091.08,0.14893746265030178,-2039.3591666666669,-2462.3508333333334,-2885.3424999999993,-3308.334166666666,-3731.325833333333,-4154.3175,-4577.309166666666,-5000.300833333333,-5423.2925,-5846.284166666665,-6269.275833333333,63310.799999999996,62403.60999999999,26339.5,25432.31,36309.299999999996,35402.10999999999
10,472.0,431.95,924.65,2.140641277925686,4319.5,0.2140641277925686,-2067.285,-2499.2349999999997,-2931.185,-3363.1349999999998,-3795.085,-4227.035,-4658.985,-5090.9349999999995,-5522.885,-5954.835,-6386.785,53834.0,52909.35,22397.5,21472.85,31208.5,30283.85
5,716.0,1111.23,1492.08,1.3427283280688966,5556.15,0.26854566561377935,-10813.884,-13036.344000000001,-15258.804,-17481.264,-19703.724,-21926.184,-24148.644,-26371.104000000003,-28593.564000000002,-30816.024000000005,-33038.484000000004,134347.6,132855.52000000002,55961.5,54469.42,78752.1,77260.02
3,771.0,725.67,1166.93,1.608072539859716,2177.0099999999998,0.5360241799532387,-11705.523333333333,-14124.423333333332,-16543.32333333333,-18962.22333333333,-21381.123333333333,-23800.023333333334,-26218.923333333336,-28637.823333333334,-31056.72333333333,-33475.62333333333,-35894.52333333334,87680.4,86513.47,36523.5,35356.57,51717.899999999994,50550.969999999994
13,1054.0,1131.25,2162.03,1.911186740331492,14706.25,0.147014364640884,-4184.651538461539,-5054.843846153846,-5925.036153846154,-6795.2284615384615,-7665.420769230769,-8535.613076923077,-9405.805384615385,-10275.997692307692,-11146.19,-12016.382307692307,-12886.574615384616,138350.0,136187.97,57602.5,55440.47,80891.5,78729.47
10,872.0,2191.27,1776.62,0.8107718355109137,21912.7,0.08107718355109136,-10778.688,-12969.958000000002,-15161.228,-17352.498,-19543.768,-21735.038,-23926.308,-26117.578,-28308.847999999998,-30500.118,-32691.388,264952.4,263175.78,110363.5,108586.88,154760.9,152984.28
12,1077.0,32.55,1387.43,42.624577572964675,390.59999999999997,3.5520481310803897,-20.00583333333331,-47.13083333333331,-74.25583333333333,-101.38083333333333,-128.5058333333333,-155.6308333333333,-182.7558333333333,-209.8808333333333,-237.0058333333333,-264.1308333333333,-291.2558333333333,6306.0,4918.57,2587.5,1200.07,3955.5,2568.0699999999997
12,211.0,749.56,1285.23,1.714645925609691,8994.72,0.14288716046747427,-3016.0641666666666,-3640.6974999999998,-4265.3308333333325,-4889.964166666666,-5514.5975,-6139.230833333334,-6763.864166666666,-7388.4975,-8013.130833333333,-8637.764166666666,-9262.3975,92347.2,91061.97,38438.0,37152.77,53280.2,51994.969999999994
4,199.0,1310.01,1400.57,1.0691292432882191,5240.04,0.2672823108220548,-16024.9825,-19300.0075,-22575.032499999998,-25850.0575,-29125.082499999997,-32400.1075,-35675.1325,-38950.1575,-42225.182499999995,-45500.2075,-48775.2325,158001.2,156600.63,65820.5,64419.93,92099.7,90699.12999999999
2,1029.0,1702.6,1577.55,0.9265535064019734,3405.2,0.4632767532009867,-41776.225,-50289.225,-58802.225,-67315.225,-75828.225,-84341.225,-92854.225,-101367.225,-109880.225,-118393.225,-126906.225,204712.0,203134.45,85290.0,83712.45,120311.0,118733.45
10,643.0,2263.77,1685.92,0.744739969166479,22637.7,0.0744739969166479,-11150.258,-13414.028,-15677.797999999999,-17941.568,-20205.337999999996,-22469.108,-24732.878,-26996.648000000005,-29260.417999999998,-31524.188000000002,-33787.958,273652.4,271966.48000000004,113988.5,112302.58,159606.9,157920.97999999998
10,797.0,1706.73,1724.42,1.0103648497419042,17067.3,0.10103648497419042,-8361.208,-10067.938,-11774.668000000001,-13481.397999999997,-15188.128,-16894.858,-18601.587999999996,-20308.318,-22015.048,-23721.778,-25428.507999999998,206807.6,205083.18,86136.5,84412.08,120768.1,119043.68000000001
12,657.0,322.5,1113.16,3.4516589147286822,3870.0,0.2876382428940569,-1250.9866666666667,-1519.7366666666667,-1788.4866666666667,-2057.2366666666667,-2325.9866666666667,-2594.7366666666667,-2863.486666666666,-3132.236666666666,-3400.986666666666,-3669.736666666666,-3938.486666666666,41100.0,39986.84,17085.0,15971.84,23832.0,22718.84
8,177.0,486.06,751.58,1.546270007817965,3888.48,0.19328375097724562,-2943.9275,-3551.5024999999996,-4159.077499999999,-4766.6525,-5374.2275,-5981.8025,-6589.3775,-7196.952499999999,-7804.5275,-8412.102499999999,-9019.6775,59927.2,59175.619999999995,24943.0,24191.42,34601.2,33849.619999999995
2,222.0,456.24,437.4,0.9587059442398737,912.48,0.4793529721199368,-11187.3,-13468.5,-15749.699999999999,-18030.899999999998,-20312.1,-22593.3,-24874.5,-27155.7,-29436.9,-31718.1,-33999.3,55148.8,54711.4,22972.0,22534.6,32258.8,31821.399999999998
3,555.0,2342.76,1458.63,0.6226117912206116,7028.280000000001,0.20753726374020387,-38559.79,-46368.99,-54178.19,-61987.39000000001,-69796.59000000001,-77605.79000000001,-85414.99,-93224.19,-101033.39000000001,-108842.59000000001,-116651.79000000002,281731.2,280272.57,117378.00000000001,115919.37000000001,164698.2,163239.57
2,785.0,1964.63,1522.76,0.7750874210411121,3929.26,0.38754371052055603,-48354.37,-58177.520000000004,-68000.67,-77823.82,-87646.97,-97470.12,-107293.27,-117116.42,-126939.57,-136762.72,-146585.87,236155.6,234632.84,98391.5,96868.74,138409.1,136886.34
5,104.0,281.67,464.68,1.6497319558348422,1408.3500000000001,0.3299463911669684,-2723.764,-3287.1040000000003,-3850.4440000000004,-4413.784000000001,-4977.124000000001,-5540.464,-6103.804,-6667.144,-7230.4839999999995,-7793.8240000000005,-8357.164,34800.4,34335.72,14483.5,14018.82,20070.9,19606.22
1,673.0,2026.16,1372.83,0.6775526118371697,2026.16,0.6775526118371697,-99935.17,-120196.77,-140458.37000000002,-160719.97000000003,-180981.57,-201243.17,-221504.77000000002,-241766.37000000002,-262027.97,-282289.57,-302551.17,243339.2,241966.37000000002,101388.0,100015.17,142554.2,141181.37000000002
10,877.0,1711.12,1897.37,1.1088468371592874,17111.199999999997,0.11088468371592876,-8365.863000000001,-10076.983,-11788.103,-13499.222999999998,-15210.342999999999,-16921.463,-18632.583,-20343.703,-22054.822999999997,-23765.943,-25477.063,207334.4,205437.03,86356.0,84458.63,121155.4,119258.03
1,250.0,1300.17,1145.33,0.8809078812770637,1300.17,0.8809078812770637,-63863.17,-76864.87000000001,-89866.57,-102868.27,-115869.97,-128871.67,-141873.37000000002,-154875.07000000004,-167876.77000000002,-180878.47000000003,-193880.17,156220.40000000002,155075.07000000004,65088.5,63943.17,91311.90000000001,90166.57
